Time,CTRL_F_5a2,CTRL_M_53D,CTRL_M_58E,CTRL_M_575,CTRL_M_576,SNI_F_5a3,SNI_M_59e,SNI_M_530,SNI_M_541,SNI_M_547,CTRL_F_55C,CTRL_F_56C,CTRL_F_59F,CTRL_F_536,CTRL_F_A0D,CTRL_M_A04,SNI_F_50D,SNI_F_50E,SNI_F_A22,SNI_F_B5F,SNI_F_B65,SNI_F_6F5,Num,CTRL,SNI,CTRL_SEM,SNI_SEM
3/4/2020 22:00,20.3,10,19.3,10.7,22.4,51.7,6.79,13.8,26.7,4.19,27.5,9.44,29.7,22.8,0.0244,2.9,38,15.1,9.91,12.3,38.9,35.6,106,15.91494545,22.99909091,2.970145112,4.789589365
3/4/2020 23:00,32.1,0.0873,6.15,9.21,15.7,30.7,24.1,28.1,26.6,19.7,17.1,16.6,13.5,33.2,14.2,20.8,36.4,2.02,2.56,5.39,8.93,26.3,107,16.24066364,19.16363636,2.992328847,3.698828383
3/5/2020 0:00,31,9.52,16.8,24.3,4.49,35.1,10.9,0.0595,27.8,4.74,5.49,12,2.95,38.2,32.3,22.3,12.3,0.0244,17.9,5.64,11.9,37.9,108,18.12272727,14.93308182,3.710448905,4.016664239
3/5/2020 1:00,33.8,4.59,16.5,5.04,14.1,29.4,22.6,1.81,7.83,3.67,4.34,38.3,23.1,34.3,9.4,4.52,0.0648,10,0.0244,9.37,2.8,41.8,109,17.09,11.76083636,3.990712627,4.128135836
3/5/2020 2:00,25.2,11.3,0.0244,12.3,16.1,39.7,25.4,10.2,35.4,0.243,34.4,0.292,22.8,25.1,9.12,17.3,31.2,11.3,13.8,7.36,41.7,15.5,110,15.8124,21.073,3.217337024,4.283800384
3/5/2020 3:00,24.4,16.7,0.828,4.5,7.28,34.1,3.97,1.36,30.1,2.83,8.7,19.7,2.72,19.4,17.1,4.45,37.7,0.0244,0.0244,10.9,9.55,1.56,111,11.43436364,12.0108,2.46750425,4.412095161
3/5/2020 4:00,5.99,1.47,6.94,8.79,24.1,31.2,7.8,1.99,31.8,23,19.1,13.8,5.92,0.0244,0.283,9.97,13.6,0.0244,4.94,9.12,0.0411,35.9,112,8.762490909,14.49231818,2.314898325,4.100476952
3/5/2020 5:00,24.5,18.8,8.33,17.1,24,41.7,34.3,9.74,35.5,,0.823,12.3,26.3,0.0244,0.353,8.85,16.5,0.0244,0.332,32.1,22.2,50.3,113,12.85276364,24.26964,3.009779619,5.483352748
3/5/2020 6:00,22.1,19.6,12.6,13.2,9.9,37.4,2.89,29.6,21.7,,5.53,9.08,1.91,3.86,0.652,0.652,3.05,0.0244,0.79,0.0244,1.4,44.1,114,9.007636364,14.09788,2.222800377,5.500866281
3/5/2020 7:00,19,0.0802,1.61,6,7.11,29,0.551,0.551,29.2,,1.53,5.5,1.5,19.6,0.0244,11.4,10.5,0.0244,0.0244,0.0244,0.0244,2.41,115,6.6686,7.23096,2.153094268,3.782180233
3/5/2020 8:00,12.3,1.29,1.46,2.54,5.25,39.6,0.73,4.53,22.2,,21.6,18.2,8.3,0.0244,23.2,0.317,0.316,0.0244,5.3,9.32,6.85,11.4,116,8.589218182,10.02704,2.667326761,3.899535357
3/5/2020 9:00,26.3,2.31,2.64,0.349,1.55,25.3,9.77,0.153,21,,3.35,1.6,1.45,2.35,2.49,4.94,10.6,0.0244,0.963,6.03,0.0244,2.22,117,4.484454545,7.60848,2.210136859,2.891086858
3/5/2020 10:00,1.32,21.2,9.21,8.95,6.81,41.7,6.46,17,27.9,,0.782,4.33,5.37,0.0244,1.03,0.32,1.37,0.0244,0.22,0.6,1.32,7.5,118,5.395127273,10.40944,1.886952662,4.502771349
3/5/2020 11:00,17,0.146,0.221,0.203,4.11,16.2,2.41,1.76,4.82,0.08,16,0.17,22.6,0.0244,1.43,0.0244,1.53,0.0244,0.855,0.0244,0.0955,8.36,119,5.629890909,3.287209091,2.569375709,1.503611278
3/5/2020 12:00,0.0372,6.67,1.45,1.05,0.294,26.7,2.5,5.51,6.28,6.76,1.24,8.9,2.49,6.85,1.08,3.45,3.66,0.0244,0.0244,0.798,4.67,6.47,120,3.046472727,5.763345455,0.917654436,2.229883478
3/5/2020 13:00,0.0614,1.13,1.03,0.302,11.6,10.3,0.364,2.83,0.605,4.77,2.46,3.31,1.77,29.3,0.0244,0.0244,2.81,1.4,5.29,0.0244,0.0338,0.388,121,4.637472727,2.619563636,2.661265725,0.952792798
3/5/2020 14:00,1.16,0.855,0.222,3.61,3.82,3.89,0.12,1.03,10.6,0.387,2.24,1.59,7.05,17.6,0.246,0.314,0.335,0.105,0.383,0.25,0.0244,0.62,122,3.518818182,1.613127273,1.539524205,0.957319305
3/5/2020 15:00,0.505,0.0936,0.711,0.306,0.62,32,2.56,2.63,3.29,1.32,2.09,0.485,1.37,31.6,0.393,4.39,1.94,1.88,1.75,5.45,8.38,18.7,123,3.869418182,7.263636364,2.797755187,2.907122686
3/5/2020 16:00,3.7,1.79,1.11,1.14,0.0502,4.88,1.42,1.33,4.94,1.47,17.5,28.1,13.5,30.5,18.8,12.8,15.2,15.8,29.6,4.6,16.2,0.163,124,11.72638182,8.691181818,3.347291964,2.80215455
3/5/2020 17:00,4.54,8.83,0.844,0.343,8.3,9.18,12.4,3.04,11.1,2.16,2.69,25.4,9.81,43.4,0.104,0.217,1.73,7.55,5.96,6.99,0.492,6.81,125,9.498,6.128363636,4.054423562,1.179443685
3/5/2020 18:00,1.5,4.47,5.05,0.639,1.93,45.2,1.84,4.71,7.81,3.13,9.35,9.9,20.4,35.3,7.06,12.5,24.5,10.7,11.7,6.89,16.7,5.21,126,9.827181818,12.58090909,3.07974939,3.81798006
3/5/2020 19:00,8.89,7.93,2.73,8.79,3.68,9.43,9.9,6.41,20.4,7.73,26.5,47.2,35.6,36,28.4,34,53.9,7.53,19.4,21.5,38.5,11.2,127,21.79272727,18.71818182,4.740573247,4.530776738
3/5/2020 20:00,14.8,11.9,2.88,8.33,4.9,18.7,18.9,7.05,12.1,1.63,37,52.7,42.8,30.7,23.2,24.2,52.6,41.3,42.5,34.9,31.8,15.4,128,23.03727273,25.17090909,4.925783757,4.937295994
3/5/2020 21:00,15.9,22.6,7.58,20.7,6.93,11.5,20.6,20.3,12.5,4.01,20.3,40.5,33.3,25.7,5.24,13.8,42.8,26.2,36.4,20.4,4.22,15.6,129,19.32272727,19.50272727,3.34407647,3.665165776
3/5/2020 22:00,8.4,6.8,8.98,12.1,21.7,18.7,8.1,11.2,23,8.22,11.9,40.6,4.29,5.93,3.55,13.7,16.5,2.75,0.403,0.544,13.1,34.7,130,12.54090909,12.47427273,3.203057475,3.135713583
3/5/2020 23:00,15.3,22.7,16.6,20.9,30.8,30.5,0.135,7.76,31.3,43.1,12.9,41.8,17.3,0.0244,22.7,40.9,36.9,5.84,24.9,33.9,3.32,6.64,131,21.99312727,20.39045455,3.681349155,4.742799732
3/6/2020 0:00,1.74,0.858,1.87,19.2,39.4,19.9,42.1,2.58,20.3,22.3,24.1,9.76,28.9,0.0244,22.4,32.7,7.55,4.1,10.5,19.3,42.7,24.8,132,16.45021818,19.64818182,4.299981394,4.081863839
3/6/2020 1:00,10.9,11.4,0.749,1.25,52.1,28.4,13,8.65,20.7,4.34,23.7,43.3,8.88,0.0244,19.5,2.87,9.28,0.55,2.49,3.91,2.62,29.3,133,15.8794,11.20363636,5.304814801,3.148210826
3/6/2020 2:00,0.635,8,1.28,1.21,7.31,44.9,26.8,2.16,2.16,0.323,0.123,3.88,10.4,0.0349,0.209,7.32,3.42,15.3,5.97,17.3,0.35,32,134,3.6729,13.69845455,1.165435987,4.557113423
3/6/2020 3:00,5.55,2.69,18.8,2.26,23.5,26.9,2.18,3.49,0.0723,5.27,2.16,23.6,7.08,3.09,0.0244,7.43,37.8,0.694,0.0695,0.0244,10.8,1.43,135,8.744036364,8.066381818,2.670209226,3.814566479
3/6/2020 4:00,8.33,5.64,2.9,9.74,9.26,14.2,15.6,3.86,2.38,2.35,21.5,14.5,8.86,0.906,12.6,5.39,8.04,0.982,1.85,11.6,12.8,16.2,136,9.056909091,8.169272727,1.725616124,1.826192607
3/6/2020 5:00,8.76,19,19.2,13.4,19.6,4.2,3.95,7.26,4.34,4.51,14.9,1.91,16.1,7.6,0.0244,2.97,7.52,16.8,0.0244,2.42,0.759,17.7,137,11.22403636,6.316672727,2.20696888,1.770298841
3/6/2020 6:00,8.01,7.47,7.21,22.6,41.9,29,31.6,20.8,0.59,15.2,0.974,16.1,15.1,0.0244,1.29,0.105,0.639,1.14,11,14.6,0.576,48.7,138,10.98030909,15.80409091,3.816138495,4.732878821
3/6/2020 7:00,3.11,29.4,4.99,8.3,24.6,8.5,20.9,5.85,2.21,7.37,7.32,8.52,1.54,6.12,0.638,13,13.9,6.08,0.0244,2.4,7.97,60.9,139,9.776181818,12.37312727,2.791345397,5.158148304
3/6/2020 8:00,0.314,9.79,1.53,3.99,12.4,26.4,6.27,12.6,25.7,6.97,20.8,11.5,7.11,0.0244,6.06,1.26,4.3,0.752,0.0244,2.83,0.198,21.4,140,6.798036364,9.767672727,1.938535785,3.07436064
3/6/2020 9:00,3.07,1.18,12.1,10.8,14.9,24.6,50.1,11.2,15,3.53,4.36,10.5,8.54,11.1,16.9,1.6,0.725,16.6,2.71,0.526,8.54,6.37,141,8.640909091,12.71827273,1.618445076,4.365137432
3/6/2020 10:00,0.0586,1.67,0.0244,0.214,2.44,17.6,18.8,0.931,0.0501,0.242,15.4,0.194,1.44,0.183,0.0244,2.13,0.213,0.0244,0.0244,1.04,1.38,1.67,142,2.161672727,3.8159,1.352551215,2.152751461
3/6/2020 11:00,1.56,0.269,0.389,0.561,10.3,23.6,8.64,0.158,10.7,6.29,0.969,14.2,4.64,9.69,1.81,0.237,0.45,0.481,10.2,19.7,0.236,1.6,143,4.056818182,7.459545455,1.505636144,2.465719918
3/6/2020 12:00,11.9,0.861,0.106,1.22,4.51,9.65,11.1,0.607,0.241,1.65,8.44,1.86,2.28,25.8,0.578,8.66,7.85,1.11,0.969,0.0244,1.57,13.9,144,6.019545455,4.424672727,2.309010293,1.548006255
3/6/2020 13:00,56.4,2.91,0.0773,0.929,7.85,12.1,5.56,0.706,2.7,1.27,13.6,3.19,6.45,30.7,1.13,18.9,1.77,3.12,6.28,7.7,4.83,0.284,145,12.92148182,4.210909091,5.181280554,1.073146956
3/6/2020 14:00,55.1,25,1.54,1.5,2.02,25.2,20.4,1.3,17.2,5.16,7.72,25.6,19.3,27.2,3.24,0.774,6.44,12.2,10.8,0.0244,9.2,1.45,146,15.36309091,9.943127273,5.145012493,2.489119442
3/6/2020 15:00,48.2,2.12,0.132,1.01,5.69,24.7,9.37,1.42,0.0336,0.274,6.08,10.1,8.93,16.1,1.09,12.5,0.46,2.36,2.95,1.83,0.424,4.65,147,10.17745455,4.406509091,4.108893937,2.186786424
3/6/2020 16:00,9.97,1.29,0.533,2.83,2.62,11.1,1.81,8.18,1.45,2.4,23.2,15.5,6.23,2.9,8.97,8.16,2.6,13.8,39.3,2.77,6,3.05,148,7.473,8.405454545,2.077320761,3.328606141
3/6/2020 17:00,23,0.188,1.41,0.316,2.96,10.5,12.9,0.382,0.922,0.8,7.25,1.46,4.36,2.41,0.421,0.678,5.78,8.68,2.67,1.69,1.71,8.95,149,4.041181818,4.998545455,2.00088837,1.365877622
3/6/2020 18:00,10.9,2.08,0.0244,0.722,7.35,22.3,7.6,1.7,3.12,2.69,6.88,27.6,32.8,0.236,0.657,3.12,21.8,22.9,0.426,15.2,40.8,0.486,150,8.397218182,12.63836364,3.434042038,3.946975347
3/6/2020 19:00,16.5,8.68,2.08,1.46,9.03,3.44,11.8,1.87,15.3,0.485,39.2,49.8,33,0.0244,0.611,1.19,9.28,9.83,15.7,27.4,16.4,6.15,151,14.68867273,10.69590909,5.368030911,2.368828519
3/6/2020 20:00,14.7,26.5,0.482,3.11,39.2,0.181,28.5,3.65,3.91,1.71,19.5,11,11.8,0.0244,21.3,0.91,45.1,0.722,5.73,2.81,1.19,9.88,152,13.5024,9.398454545,3.759146731,4.313264761
3/6/2020 21:00,35.3,18.4,3.8,10.9,3,2.37,20.5,7.96,15.6,16.8,2.93,37.9,29.1,1.15,26.4,6.56,43.6,6.27,29.5,0.713,25.2,19.7,153,15.94909091,17.11027273,4.223217742,3.847802216
3/6/2020 22:00,37,16.4,12.2,19.9,13.8,0.562,34.7,20.2,32.2,5.29,33,43.7,29.6,0.954,21,22.8,37.2,6.64,34.3,23,0.0244,34.8,154,22.75945455,20.81058182,3.707400011,4.530549503
3/6/2020 23:00,58.2,19,16.3,14,23.3,19.4,20.1,3.19,29.7,40.5,26.5,42.9,12.8,21.6,22.1,8.15,5.13,16.5,0.496,29.4,27.2,41.6,155,24.07727273,21.20145455,4.373314551,4.266082504
3/7/2020 0:00,1.03,0.799,0.785,19,26.5,18.9,8.28,26.8,28.5,13.7,5.95,4.23,23.7,23.9,11.6,33,8.64,20.4,8.46,16.9,0.595,42.4,156,13.68127273,17.59772727,3.588328895,3.546539374
3/7/2020 1:00,3.24,5.23,3.25,1.97,1.22,31.8,38.1,5.18,20.6,1.53,8.42,41.2,13.9,14.8,8.09,8.62,33.1,1.86,2.69,16.3,6.83,5.77,157,9.994545455,14.88727273,3.404970795,4.189142913
3/7/2020 2:00,2.26,17,0.911,14,0.299,7.71,4.58,2.41,0.674,4.25,6.58,10.4,9.28,11.3,18,4.95,23.9,4.79,2.26,0.611,4.01,46.5,158,8.634545455,9.245,1.870063428,4.202315619
3/7/2020 3:00,3.88,9.96,2.75,0.964,1.4,24.5,22,4.2,2.92,6.57,10.1,18.1,14.5,0.0244,16,10.1,0.885,0.721,0.95,2.07,5.13,7.25,159,7.979854545,7.017818182,1.958964307,2.517581223
3/7/2020 4:00,11.1,29.8,3.65,4.05,1.5,19.7,12.2,7.16,10.6,1.5,3.49,13.8,13,0.0244,1.09,0.279,17,7.81,0.36,0.0244,0.614,10.9,160,7.434854545,7.988036364,2.710357161,2.067547772
3/7/2020 5:00,2.48,4.67,17.1,12.3,1.26,10.6,20.2,7.94,12.7,2.23,9.59,19.3,5.65,0.0244,3.16,9.07,3.29,0.373,0.0244,20.9,15.9,32.5,161,7.691309091,11.51430909,1.933343793,3.086875255
3/7/2020 6:00,12.9,21.1,5.54,14.8,24.8,15.1,15.2,10.8,5.17,1.09,25.2,6.3,3.81,0.0244,0.0244,0.547,0.906,1.26,0.437,0.0244,8.88,36.9,162,10.45870909,8.706127273,2.958358798,3.320608142
3/7/2020 7:00,27.7,5.85,6.23,20.7,19.9,4.34,43,5.8,26.3,8.16,36.4,6.02,17.6,0.0244,0.0244,0.0244,0.323,10.5,0.2,0.327,0.0691,51.9,163,12.77029091,13.71991818,3.743969645,5.554089017
3/7/2020 8:00,13.2,9.37,0.345,0.567,5.62,9.64,4.67,13.2,6,0.205,6.58,15.8,1.27,0.399,6.4,22.6,31.3,2.07,0.0244,0.0244,1.76,2.93,164,7.468272727,6.529436364,2.188740281,2.782592291
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
