MM:DD:YYYY hh:mm:ss,Library_Version,Prob_left,Prob_right,Battery_Voltage,Motor_Turns,PelletsToSwitch,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Session_type,Device_Number
2023-03-31 19:38:07,1.17.0,20,80,3.85,,30,Left,Right,1,0,0,0,,,0.0,Bandit,C:\Use
2023-03-31 19:38:31,1.17.0,20,80,3.85,,30,Right,Right,1,1,0,0,,,0.0,Bandit,C:\Use
2023-03-31 20:07:30,1.17.0,20,80,3.85,1.0,30,Pellet,Right,1,1,1,0,Timed_out,,,Bandit,C:\Use
2023-03-31 20:08:00,1.17.0,20,80,3.85,,30,Right,Right,1,2,1,1,,,0.0,Bandit,C:\Use
2023-03-31 20:08:13,1.17.0,20,80,3.85,2.0,30,Pellet,Right,1,2,2,1,9.81,43.0,,Bandit,C:\Use
2023-03-31 20:21:55,1.17.0,20,80,3.85,,30,Left,Right,2,2,2,2,,,0.0,Bandit,C:\Use
2023-03-31 20:22:22,1.17.0,20,80,3.85,,30,Left,Right,3,2,2,2,,,0.0,Bandit,C:\Use
2023-03-31 20:23:35,1.17.0,20,80,3.85,,30,Left,Right,4,2,2,2,,,0.03,Bandit,C:\Use
2023-03-31 20:24:04,1.17.0,20,80,3.85,,30,Left,Right,5,2,2,2,,,0.0,Bandit,C:\Use
2023-03-31 20:24:09,1.17.0,20,80,3.85,2.0,30,Pellet,Right,5,2,3,2,0.61,955.0,,Bandit,C:\Use
2023-03-31 20:24:35,1.17.0,20,80,3.85,,30,Left,Right,6,2,3,3,,,0.0,Bandit,C:\Use
2023-03-31 20:24:50,1.17.0,20,80,3.85,,30,Right,Right,6,3,3,3,,,0.0,Bandit,C:\Use
2023-03-31 20:25:10,1.17.0,20,80,3.84,1.0,30,Pellet,Right,6,3,4,3,17.39,62.0,,Bandit,C:\Use
2023-03-31 20:31:12,1.17.0,20,80,3.85,,30,Right,Right,6,4,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:57:46,1.17.0,20,80,3.85,,30,Left,Right,7,4,4,4,,,0.15,Bandit,C:\Use
2023-03-31 20:58:09,1.17.0,20,80,3.85,,30,Left,Right,8,4,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:58:24,1.17.0,20,80,3.85,,30,Left,Right,9,4,4,4,,,0.0,Bandit,C:\Use
2023-03-31 20:58:32,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,9,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:58:34,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,9,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:58:53,1.17.0,20,80,3.85,,30,Left,Right,10,4,4,4,,,0.07,Bandit,C:\Use
2023-03-31 20:58:58,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,10,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:59:00,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,10,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:59:03,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,10,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:59:06,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,10,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:59:11,1.17.0,20,80,3.85,,30,RightinTimeout,Right,10,4,4,4,,,0.07,Bandit,C:\Use
2023-03-31 20:59:11,1.17.0,20,80,3.84,,30,RightinTimeout,Right,10,4,4,4,,,0.19,Bandit,C:\Use
2023-03-31 20:59:13,1.17.0,20,80,3.84,,30,LeftinTimeOut,Right,10,4,4,4,,,,Bandit,C:\Use
2023-03-31 20:59:17,1.17.0,20,80,3.85,,30,LeftinTimeOut,Right,10,4,4,4,,,,Bandit,C:\Use
