,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
0,7/28/2023 18:37:48,1.16.3,FR1,1,4.2,,1,Left,Left,1,0,0,0,,,0.05
1,7/28/2023 18:54:47,1.16.3,FR1,1,4.2,,1,LeftWithPellet,Left,2,0,0,0,,,0.0
2,7/28/2023 19:04:29,1.16.3,FR1,1,4.2,,1,RightWithPellet,Left,2,1,0,0,,,0.33
3,7/28/2023 22:46:48,1.16.3,FR1,1,4.19,,1,RightWithPellet,Left,2,2,0,0,,,0.11
4,7/28/2023 23:03:02,1.16.3,FR1,1,4.19,,1,RightWithPellet,Left,2,3,0,0,,,0.01
5,7/28/2023 23:03:04,1.16.3,FR1,1,4.18,,1,RightWithPellet,Left,2,4,0,0,,,0.05
6,7/28/2023 23:03:31,1.16.3,FR1,1,4.19,,1,RightWithPellet,Left,2,5,0,0,,,0.05
7,7/28/2023 23:05:38,1.16.3,FR1,1,4.19,,1,RightWithPellet,Left,2,6,0,0,,,0.08
8,7/28/2023 23:55:20,1.16.3,FR1,1,4.18,,1,RightWithPellet,Left,2,7,0,0,,,0.82
9,7/28/2023 23:55:25,1.16.3,FR1,1,4.18,,1,RightWithPellet,Left,2,8,0,0,,,1.63
10,7/28/2023 23:57:00,1.16.3,FR1,1,4.18,,1,RightWithPellet,Left,2,9,0,0,,,0.09
11,7/29/2023 0:06:07,1.16.3,FR1,1,4.18,,1,LeftWithPellet,Left,3,9,0,0,,,0.05
12,7/29/2023 0:46:29,1.16.3,FR1,1,4.18,4.0,1,Pellet,Left,3,9,1,0,Timed_out,,
13,7/29/2023 1:34:04,1.16.3,FR1,1,4.18,,1,Right,Left,3,10,1,0,,,0.02
14,7/29/2023 1:34:52,1.16.3,FR1,1,4.18,,1,Left,Left,4,10,1,0,,,0.08
15,7/29/2023 1:35:06,1.16.3,FR1,1,4.18,2.0,1,Pellet,Left,4,10,2,0,12.90,2917.0,
16,7/29/2023 1:40:00,1.16.3,FR1,1,4.18,,1,Left,Left,5,10,2,0,,,0.56
