,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
0,6/9/2021 15:38:39,1.8.1,yhc210607,3,3.83,1,1,Right,Left,0,1,0,0,,,0.02
1,6/9/2021 15:39:23,1.8.1,yhc210607,3,3.84,1,1,Right,Left,0,2,0,0,,,0.33
2,6/9/2021 15:43:48,1.8.1,yhc210607,3,3.84,1,1,Left,Left,1,2,0,0,,,0.22
3,6/9/2021 15:43:51,1.8.1,yhc210607,3,3.83,2,1,Pellet,Left,1,2,1,1,0.79,,
4,6/9/2021 15:44:07,1.8.1,yhc210607,3,3.83,1,1,Left,Left,2,2,1,1,,,0.08
5,6/9/2021 15:58:13,1.8.1,yhc210607,3,3.83,1,1,Pellet,Left,2,2,2,2,Timed_out,862.0,
6,6/9/2021 15:59:11,1.8.1,yhc210607,3,3.84,1,2,Right,Left,2,3,2,2,,,0.05
7,6/9/2021 16:03:15,1.8.1,yhc210607,3,3.83,1,2,Left,Left,3,3,2,2,,,0.24
8,6/9/2021 16:03:37,1.8.1,yhc210607,3,3.83,1,2,Right,Left,3,4,2,2,,,0.15
9,6/9/2021 16:08:46,1.8.1,yhc210607,3,3.83,1,2,Left,Left,4,4,2,2,,,0.14
10,6/9/2021 16:08:47,1.8.1,yhc210607,3,3.83,1,2,Pellet,Left,4,4,3,3,0.36,634.0,
11,6/9/2021 16:09:12,1.8.1,yhc210607,3,3.84,1,2,Left,Left,5,4,3,3,,,0.26
12,6/9/2021 16:09:35,1.8.1,yhc210607,3,3.84,1,2,Right,Left,5,5,3,3,,,0.19
13,6/9/2021 16:09:48,1.8.1,yhc210607,3,3.84,1,2,Left,Left,6,5,3,3,,,0.47
14,6/9/2021 16:09:50,1.8.1,yhc210607,3,3.83,1,2,Pellet,Left,6,5,4,4,0.67,63.0,
15,6/9/2021 16:10:11,1.8.1,yhc210607,3,3.83,1,3,Left,Left,7,5,4,4,,,0.08
16,6/9/2021 16:10:13,1.8.1,yhc210607,3,3.83,1,3,Left,Left,8,5,4,4,,,0.29
17,6/9/2021 16:10:14,1.8.1,yhc210607,3,3.84,1,3,Left,Left,9,5,4,4,,,0.28
18,6/9/2021 16:10:15,1.8.1,yhc210607,3,3.84,1,3,Pellet,Left,9,5,5,5,0.30,25.0,
19,6/9/2021 16:10:34,1.8.1,yhc210607,3,3.83,1,4,Right,Left,9,6,5,5,,,0.71
20,6/9/2021 16:10:39,1.8.1,yhc210607,3,3.84,1,4,Right,Left,9,7,5,5,,,0.14
21,6/9/2021 16:10:44,1.8.1,yhc210607,3,3.83,1,4,Left,Left,10,7,5,5,,,0.06
22,6/9/2021 16:10:45,1.8.1,yhc210607,3,3.83,1,4,Left,Left,11,7,5,5,,,0.09
23,6/9/2021 16:11:33,1.8.1,yhc210607,3,3.84,1,4,Right,Left,11,8,5,5,,,0.01
24,6/9/2021 16:15:03,1.8.1,yhc210607,3,3.83,1,4,Right,Left,11,9,5,5,,,0.14
25,6/9/2021 16:15:35,1.8.1,yhc210607,3,3.83,1,4,Right,Left,11,10,5,5,,,0.15
26,6/9/2021 16:16:38,1.8.1,yhc210607,3,3.84,1,4,Right,Left,11,11,5,5,,,0.39
27,6/9/2021 16:17:59,1.8.1,yhc210607,3,3.83,1,4,Right,Left,11,12,5,5,,,0.19
28,6/9/2021 16:18:18,1.8.1,yhc210607,3,3.83,1,4,Right,Left,11,13,5,5,,,0.25
29,6/9/2021 16:18:22,1.8.1,yhc210607,3,3.83,1,4,Left,Left,12,13,5,5,,,0.22
30,6/9/2021 16:18:24,1.8.1,yhc210607,3,3.83,1,4,Left,Left,13,13,5,5,,,0.31
31,6/9/2021 16:18:25,1.8.1,yhc210607,3,3.83,1,4,Pellet,Left,13,13,6,6,0.36,490.0,
32,6/9/2021 16:18:51,1.8.1,yhc210607,3,3.83,1,5,Left,Left,14,13,6,6,,,0.04
33,6/9/2021 16:18:52,1.8.1,yhc210607,3,3.84,1,5,Left,Left,15,13,6,6,,,0.0
34,6/9/2021 16:23:20,1.8.1,yhc210607,3,3.84,1,5,Right,Left,15,14,6,6,,,0.2
35,6/9/2021 16:23:22,1.8.1,yhc210607,3,3.84,1,5,Left,Left,16,14,6,6,,,0.11
36,6/9/2021 16:23:23,1.8.1,yhc210607,3,3.83,1,5,Left,Left,17,14,6,6,,,0.16
37,6/9/2021 16:23:25,1.8.1,yhc210607,3,3.84,1,5,Left,Left,18,14,6,6,,,0.38
38,6/9/2021 16:23:26,1.8.1,yhc210607,3,3.83,1,5,Pellet,Left,18,14,7,7,0.30,301.0,
39,6/9/2021 16:24:02,1.8.1,yhc210607,3,3.84,1,6,Right,Left,18,15,7,7,,,0.09
40,6/9/2021 16:24:03,1.8.1,yhc210607,3,3.84,1,6,Right,Left,18,16,7,7,,,0.33
41,6/9/2021 16:24:08,1.8.1,yhc210607,3,3.83,1,6,Left,Left,19,16,7,7,,,0.32
42,6/9/2021 16:24:10,1.8.1,yhc210607,3,3.84,1,6,Left,Left,20,16,7,7,,,0.54
43,6/9/2021 16:28:03,1.8.1,yhc210607,3,3.83,1,6,Right,Left,20,17,7,7,,,0.2
44,6/9/2021 16:28:11,1.8.1,yhc210607,3,3.84,1,6,Left,Left,21,17,7,7,,,0.73
45,6/9/2021 16:29:12,1.8.1,yhc210607,3,3.84,1,6,Left,Left,22,17,7,7,,,0.09
46,6/9/2021 16:29:14,1.8.1,yhc210607,3,3.83,1,6,Left,Left,23,17,7,7,,,0.51
47,6/9/2021 16:29:16,1.8.1,yhc210607,3,3.84,1,6,Left,Left,24,17,7,7,,,0.43
48,6/9/2021 16:29:17,1.8.1,yhc210607,3,3.83,2,6,Pellet,Left,24,17,8,8,0.18,351.0,
49,6/9/2021 16:29:43,1.8.1,yhc210607,3,3.83,1,7,Left,Left,25,17,8,8,,,0.07
50,6/9/2021 16:29:45,1.8.1,yhc210607,3,3.84,1,7,Left,Left,26,17,8,8,,,0.61
51,6/9/2021 16:29:48,1.8.1,yhc210607,3,3.83,1,7,Left,Left,27,17,8,8,,,0.52
52,6/9/2021 16:29:50,1.8.1,yhc210607,3,3.84,1,7,Left,Left,28,17,8,8,,,0.65
53,6/9/2021 16:29:52,1.8.1,yhc210607,3,3.84,1,7,Left,Left,29,17,8,8,,,0.33
54,6/9/2021 16:29:54,1.8.1,yhc210607,3,3.83,1,7,Left,Left,30,17,8,8,,,0.04
55,6/9/2021 16:31:19,1.8.1,yhc210607,3,3.84,1,7,Left,Left,31,17,8,8,,,0.68
56,6/9/2021 16:31:23,1.8.1,yhc210607,3,3.84,2,7,Pellet,Left,31,17,9,9,0.24,125.0,
57,6/9/2021 16:31:42,1.8.1,yhc210607,3,3.83,1,9,Left,Left,32,17,9,9,,,0.66
58,6/9/2021 16:31:43,1.8.1,yhc210607,3,3.84,1,9,Left,Left,33,17,9,9,,,0.02
