,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
0,6/9/2021 15:36:26,1.8.1,yhc210607,5,3.8,1,1,Right,Left,0,1,0,0,,,0.19
1,6/9/2021 15:36:54,1.8.1,yhc210607,5,3.8,1,1,Left,Left,1,1,0,0,,,0.08
2,6/9/2021 15:36:58,1.8.1,yhc210607,5,3.8,2,1,Pellet,Left,1,1,1,1,1.40,,
3,6/9/2021 15:39:11,1.8.1,yhc210607,5,3.8,1,1,Right,Left,1,2,1,1,,,0.38
4,6/9/2021 15:39:48,1.8.1,yhc210607,5,3.8,1,1,Left,Left,2,2,1,1,,,0.11
5,6/9/2021 15:39:50,1.8.1,yhc210607,5,3.8,1,1,Pellet,Left,2,2,2,2,0.49,171.0,
6,6/9/2021 15:41:09,1.8.1,yhc210607,5,3.8,1,2,Right,Left,2,3,2,2,,,0.14
7,6/9/2021 15:42:04,1.8.1,yhc210607,5,3.8,1,2,Left,Left,3,3,2,2,,,0.08
8,6/9/2021 15:44:59,1.8.1,yhc210607,5,3.8,1,2,Left,Left,4,3,2,2,,,0.06
9,6/9/2021 15:50:22,1.8.1,yhc210607,5,3.8,1,2,Pellet,Left,4,3,3,3,Timed_out,633.0,
10,6/9/2021 15:50:43,1.8.1,yhc210607,5,3.79,1,2,Left,Left,5,3,3,3,,,0.16
11,6/9/2021 15:52:06,1.8.1,yhc210607,5,3.8,1,2,Left,Left,6,3,3,3,,,0.15
12,6/9/2021 15:55:41,1.8.1,yhc210607,5,3.8,1,2,Pellet,Left,6,3,4,4,Timed_out,319.0,
13,6/9/2021 15:59:20,1.8.1,yhc210607,5,3.8,1,3,Right,Left,6,4,4,4,,,0.2
14,6/9/2021 15:59:22,1.8.1,yhc210607,5,3.8,1,3,Left,Left,7,4,4,4,,,0.25
15,6/9/2021 15:59:23,1.8.1,yhc210607,5,3.8,1,3,Left,Left,8,4,4,4,,,0.25
16,6/9/2021 16:05:15,1.8.1,yhc210607,5,3.8,1,3,Right,Left,8,5,4,4,,,0.19
17,6/9/2021 16:05:16,1.8.1,yhc210607,5,3.8,1,3,Right,Left,8,6,4,4,,,0.36
18,6/9/2021 16:05:19,1.8.1,yhc210607,5,3.8,1,3,Left,Left,9,6,4,4,,,0.26
19,6/9/2021 16:05:23,1.8.1,yhc210607,5,3.8,1,3,Pellet,Left,9,6,5,5,2.75,582.0,
20,6/9/2021 16:05:49,1.8.1,yhc210607,5,3.8,1,4,Left,Left,10,6,5,5,,,0.04
21,6/9/2021 16:05:52,1.8.1,yhc210607,5,3.8,1,4,Left,Left,11,6,5,5,,,0.06
22,6/9/2021 16:08:42,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,7,5,5,,,0.0
23,6/9/2021 16:08:43,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,8,5,5,,,0.0
24,6/9/2021 16:08:59,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,9,5,5,,,0.1
25,6/9/2021 16:10:16,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,10,5,5,,,0.04
26,6/9/2021 16:10:41,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,11,5,5,,,24.8
27,6/9/2021 16:12:32,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,12,5,5,,,0.19
28,6/9/2021 16:12:39,1.8.1,yhc210607,5,3.8,1,4,Right,Left,11,13,5,5,,,0.06
29,6/9/2021 16:13:47,1.8.1,yhc210607,5,3.8,1,4,Left,Left,12,13,5,5,,,0.04
30,6/9/2021 16:13:49,1.8.1,yhc210607,5,3.8,1,4,Left,Left,13,13,5,5,,,0.2
31,6/9/2021 16:13:50,1.8.1,yhc210607,5,3.8,1,4,Pellet,Left,13,13,6,6,0.49,507.0,
32,6/9/2021 16:14:51,1.8.1,yhc210607,5,3.8,1,5,Right,Left,13,14,6,6,,,0.04
33,6/9/2021 16:14:55,1.8.1,yhc210607,5,3.8,1,5,Left,Left,14,14,6,6,,,0.15
34,6/9/2021 16:19:22,1.8.1,yhc210607,5,3.8,1,5,Left,Left,15,14,6,6,,,0.23
35,6/9/2021 16:19:23,1.8.1,yhc210607,5,3.8,1,5,Left,Left,16,14,6,6,,,0.34
36,6/9/2021 16:19:27,1.8.1,yhc210607,5,3.8,1,5,Left,Left,17,14,6,6,,,0.17
37,6/9/2021 16:23:16,1.8.1,yhc210607,5,3.8,1,5,Left,Left,18,14,6,6,,,0.0
38,6/9/2021 16:23:17,1.8.1,yhc210607,5,3.8,1,5,Pellet,Left,18,14,7,7,0.42,567.0,
39,6/9/2021 16:24:07,1.8.1,yhc210607,5,3.8,1,6,Left,Left,19,14,7,7,,,0.3
40,6/9/2021 16:24:09,1.8.1,yhc210607,5,3.8,1,6,Left,Left,20,14,7,7,,,0.3
41,6/9/2021 16:24:12,1.8.1,yhc210607,5,3.8,1,6,Left,Left,21,14,7,7,,,0.63
42,6/9/2021 16:24:16,1.8.1,yhc210607,5,3.8,1,6,Left,Left,22,14,7,7,,,0.26
43,6/9/2021 16:24:20,1.8.1,yhc210607,5,3.8,1,6,Left,Left,23,14,7,7,,,0.02
44,6/9/2021 16:26:27,1.8.1,yhc210607,5,3.8,1,6,Left,Left,24,14,7,7,,,0.17
45,6/9/2021 16:26:29,1.8.1,yhc210607,5,3.8,1,6,Pellet,Left,24,14,8,8,1.46,192.0,
46,6/9/2021 16:28:14,1.8.1,yhc210607,5,3.8,1,7,Left,Left,25,14,8,8,,,0.03
47,6/9/2021 16:28:16,1.8.1,yhc210607,5,3.8,1,7,Left,Left,26,14,8,8,,,0.12
48,6/9/2021 16:28:35,1.8.1,yhc210607,5,3.8,1,7,Right,Left,26,15,8,8,,,0.37
49,6/9/2021 16:36:28,1.8.1,yhc210607,5,3.79,1,7,Right,Left,26,16,8,8,,,0.38
50,6/9/2021 16:37:04,1.8.1,yhc210607,5,3.8,1,7,Right,Left,26,17,8,8,,,0.09
51,6/9/2021 16:37:11,1.8.1,yhc210607,5,3.8,1,7,Left,Left,27,17,8,8,,,0.1
52,6/9/2021 16:37:14,1.8.1,yhc210607,5,3.8,1,7,Left,Left,28,17,8,8,,,0.01
53,6/9/2021 16:37:16,1.8.1,yhc210607,5,3.8,1,7,Left,Left,29,17,8,8,,,0.22
54,6/9/2021 16:39:31,1.8.1,yhc210607,5,3.8,1,7,Left,Left,30,17,8,8,,,0.27
55,6/9/2021 16:39:34,1.8.1,yhc210607,5,3.8,1,7,Left,Left,31,17,8,8,,,0.23
56,6/9/2021 16:39:35,1.8.1,yhc210607,5,3.8,1,7,Pellet,Left,31,17,9,9,0.42,786.0,
