MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/15/2023 15:55:48,1.17.0,Bandit,9,4.17,nan,30,80,20,Left,Left,1,0,0,0,nan,nan,0.03
9/15/2023 15:55:58,1.17.0,Bandit,9,4.17,nan,30,80,20,RightWithPellet,Left,1,1,0,0,nan,nan,0.17
9/15/2023 15:56:31,1.17.0,Bandit,9,4.17,nan,30,80,20,RightWithPellet,Left,1,2,0,0,nan,nan,0.12
9/15/2023 15:57:25,1.17.0,Bandit,9,4.17,nan,30,80,20,RightWithPellet,Left,1,2,0,0,nan,nan,0.12
9/15/2023 15:57:44,1.17.0,Bandit,9,4.17,nan,30,80,20,RightWithPellet,Left,1,2,0,0,nan,nan,0.00
9/15/2023 15:58:29,1.17.0,Bandit,9,4.17,nan,30,80,20,RightWithPellet,Left,1,2,0,0,nan,nan,0.04
9/15/2023 15:59:54,1.17.0,Bandit,9,4.17,nan,30,80,20,LeftWithPellet,Left,1,2,0,0,nan,nan,0.14
9/15/2023 15:59:57,1.17.0,Bandit,9,4.16,4,30,80,20,Pellet,Left,1,2,1,0,Timed_out,nan,nan
9/15/2023 16:12:38,1.17.0,Bandit,9,4.17,nan,30,80,20,Right,Left,1,3,1,1,nan,nan,0.29
9/15/2023 16:12:53,1.17.0,Bandit,9,4.17,nan,30,80,20,Right,Left,1,4,1,1,nan,nan,0.00
9/15/2023 16:13:25,1.17.0,Bandit,9,4.17,nan,30,80,20,Left,Left,2,4,1,1,nan,nan,0.35
9/15/2023 16:13:28,1.17.0,Bandit,9,4.17,nan,30,80,20,LeftWithPellet,Left,2,4,1,1,nan,nan,0.27
9/15/2023 16:13:31,1.17.0,Bandit,9,4.17,1,30,80,20,Pellet,Left,2,4,2,1,5.11,813,nan
9/15/2023 16:14:41,1.17.0,Bandit,9,4.17,nan,30,80,20,Left,Left,3,4,2,2,nan,nan,0.05
9/15/2023 16:15:39,1.17.0,Bandit,9,4.17,nan,30,80,20,Left,Left,4,4,2,2,nan,nan,0.19
9/15/2023 16:17:39,1.17.0,Bandit,9,4.17,3,30,80,20,Pellet,Left,4,4,3,2,Timed_out,249,nan
9/15/2023 16:30:42,1.17.0,Bandit,9,4.17,nan,30,80,20,Left,Left,5,4,3,3,nan,nan,0.69
9/15/2023 16:30:44,1.17.0,Bandit,9,4.17,1,30,80,20,Pellet,Left,5,4,4,3,1.52,785,nan
9/15/2023 17:09:29,1.17.0,Bandit,9,4.17,nan,30,80,20,Left,Left,6,4,4,4,nan,nan,0.45
9/15/2023 17:09:33,1.17.0,Bandit,9,4.17,2,30,80,20,Pellet,Left,6,4,5,4,0.67,2329,nan
9/15/2023 17:09:57,1.17.0,Bandit,9,4.16,nan,30,80,20,Left,Left,7,4,5,5,nan,nan,0.31
